comuna,candidato,votos,porcentaje
COLINA,"2. IGNACIO BRIONES ROJAS",2197,13.66
COLINA,"3. SEBASTIAN SICHEL RAMIREZ",8084,50.27
COLINA,"4. MARIO DESBORDES JIMENEZ",1465,9.11
COLINA,"5. GABRIEL BORIC FONT",6040,66.56
COLINA,"6. DANIEL JADUE JADUE",3034,33.44
COLCHANE,"1. JOAQUIN LAVIN INFANTE",10,47.62
COLCHANE,"2. IGNACIO BRIONES ROJAS",1,4.76
COLCHANE,"3. SEBASTIAN SICHEL RAMIREZ",4,19.05
COLCHANE,"4. MARIO DESBORDES JIMENEZ",6,28.57
COLCHANE,"5. GABRIEL BORIC FONT",0,0
COLCHANE,"6. DANIEL JADUE JADUE",0,0
COLBUN,"1. JOAQUIN LAVIN INFANTE",292,32.16
COLBUN,"2. IGNACIO BRIONES ROJAS",77,8.48
COLBUN,"3. SEBASTIAN SICHEL RAMIREZ",428,47.14
COLBUN,"4. MARIO DESBORDES JIMENEZ",111,12.22
COLBUN,"5. GABRIEL BORIC FONT",648,58.64
COLBUN,"6. DANIEL JADUE JADUE",457,41.36
COINCO,"1. JOAQUIN LAVIN INFANTE",149,24.51
COINCO,"2. IGNACIO BRIONES ROJAS",32,5.26
COINCO,"3. SEBASTIAN SICHEL RAMIREZ",387,63.65
COINCO,"4. MARIO DESBORDES JIMENEZ",40,6.58
COINCO,"5. GABRIEL BORIC FONT",451,73.57
COINCO,"6. DANIEL JADUE JADUE",162,26.43
COIHUECO,"1. JOAQUIN LAVIN INFANTE",610,29.33
COIHUECO,"2. IGNACIO BRIONES ROJAS",143,6.88
COIHUECO,"3. SEBASTIAN SICHEL RAMIREZ",1182,56.83
COIHUECO,"4. MARIO DESBORDES JIMENEZ",145,6.97
COIHUECO,"5. GABRIEL BORIC FONT",567,67.9
COIHUECO,"6. DANIEL JADUE JADUE",268,32.1
COELEMU,"1. JOAQUIN LAVIN INFANTE",472,37.76
COELEMU,"2. IGNACIO BRIONES ROJAS",76,6.08
COELEMU,"3. SEBASTIAN SICHEL RAMIREZ",567,45.36
COELEMU,"4. MARIO DESBORDES JIMENEZ",135,10.8
COELEMU,"5. GABRIEL BORIC FONT",637,69.01
COELEMU,"6. DANIEL JADUE JADUE",286,30.99
CODEGUA,"1. JOAQUIN LAVIN INFANTE",231,30.12
CODEGUA,"2. IGNACIO BRIONES ROJAS",59,7.69
CODEGUA,"3. SEBASTIAN SICHEL RAMIREZ",421,54.89
CODEGUA,"4. MARIO DESBORDES JIMENEZ",56,7.3
CODEGUA,"5. GABRIEL BORIC FONT",562,55.75
CODEGUA,"6. DANIEL JADUE JADUE",446,44.25
COCHRANE,"1. JOAQUIN LAVIN INFANTE",115,48.12
COCHRANE,"2. IGNACIO BRIONES ROJAS",24,10.04
COCHRANE,"3. SEBASTIAN SICHEL RAMIREZ",44,18.41
COCHRANE,"4. MARIO DESBORDES JIMENEZ",56,23.43
COCHRANE,"5. GABRIEL BORIC FONT",123,56.68
COCHRANE,"6. DANIEL JADUE JADUE",94,43.32
COCHAMO,"1. JOAQUIN LAVIN INFANTE",85,39.35
COCHAMO,"2. IGNACIO BRIONES ROJAS",32,14.81
COCHAMO,"3. SEBASTIAN SICHEL RAMIREZ",64,29.63
COCHAMO,"4. MARIO DESBORDES JIMENEZ",35,16.2
COCHAMO,"5. GABRIEL BORIC FONT",83,51.55
COCHAMO,"6. DANIEL JADUE JADUE",78,48.45
COBQUECURA,"1. JOAQUIN LAVIN INFANTE",210,47.62
COBQUECURA,"2. IGNACIO BRIONES ROJAS",25,5.67
COBQUECURA,"3. SEBASTIAN SICHEL RAMIREZ",177,40.14
COBQUECURA,"4. MARIO DESBORDES JIMENEZ",29,6.58
COBQUECURA,"5. GABRIEL BORIC FONT",255,65.05
COBQUECURA,"6. DANIEL JADUE JADUE",137,34.95
CISNES,"1. JOAQUIN LAVIN INFANTE",104,24.02
CISNES,"2. IGNACIO BRIONES ROJAS",30,6.93
CISNES,"3. SEBASTIAN SICHEL RAMIREZ",142,32.79
CISNES,"4. MARIO DESBORDES JIMENEZ",157,36.26
CISNES,"5. GABRIEL BORIC FONT",191,60.25
CISNES,"6. DANIEL JADUE JADUE",126,39.75
CHONCHI,"1. JOAQUIN LAVIN INFANTE",196,35.51
CHONCHI,"2. IGNACIO BRIONES ROJAS",46,8.33
CHONCHI,"3. SEBASTIAN SICHEL RAMIREZ",246,44.57
CHONCHI,"4. MARIO DESBORDES JIMENEZ",64,11.59
CHONCHI,"5. GABRIEL BORIC FONT",560,58.82
CHONCHI,"6. DANIEL JADUE JADUE",392,41.18
CHOLCHOL,"1. JOAQUIN LAVIN INFANTE",251,38.5
CHOLCHOL,"2. IGNACIO BRIONES ROJAS",33,5.06
CHOLCHOL,"3. SEBASTIAN SICHEL RAMIREZ",282,43.25
CHOLCHOL,"4. MARIO DESBORDES JIMENEZ",86,13.19
CHOLCHOL,"5. GABRIEL BORIC FONT",271,52.83
CHOLCHOL,"6. DANIEL JADUE JADUE",242,47.17
CHIMBARONGO,"1. JOAQUIN LAVIN INFANTE",531,27.29
CHIMBARONGO,"2. IGNACIO BRIONES ROJAS",112,5.76
CHIMBARONGO,"3. SEBASTIAN SICHEL RAMIREZ",1145,58.84
CHIMBARONGO,"4. MARIO DESBORDES JIMENEZ",158,8.12
CHIMBARONGO,"5. GABRIEL BORIC FONT",1191,64.41
CHIMBARONGO,"6. DANIEL JADUE JADUE",658,35.59
"CHILLAN VIEJO","1. JOAQUIN LAVIN INFANTE",781,34.73
"CHILLAN VIEJO","2. IGNACIO BRIONES ROJAS",120,5.34
"CHILLAN VIEJO","3. SEBASTIAN SICHEL RAMIREZ",1092,48.55
"CHILLAN VIEJO","4. MARIO DESBORDES JIMENEZ",256,11.38
"CHILLAN VIEJO","5. GABRIEL BORIC FONT",1227,64.17
"CHILLAN VIEJO","6. DANIEL JADUE JADUE",685,35.83
CHILLAN,"1. JOAQUIN LAVIN INFANTE",4947,31.48
CHILLAN,"2. IGNACIO BRIONES ROJAS",1038,6.61
CHILLAN,"3. SEBASTIAN SICHEL RAMIREZ",8267,52.61
CHILLAN,"4. MARIO DESBORDES JIMENEZ",1463,9.31
CHILLAN,"5. GABRIEL BORIC FONT",9691,68.28
CHILLAN,"6. DANIEL JADUE JADUE",4502,31.72
"CHILE CHICO","1. JOAQUIN LAVIN INFANTE",82,34.45
"CHILE CHICO","2. IGNACIO BRIONES ROJAS",11,4.62
"CHILE CHICO","3. SEBASTIAN SICHEL RAMIREZ",114,47.9
"CHILE CHICO","4. MARIO DESBORDES JIMENEZ",31,13.03
"CHILE CHICO","5. GABRIEL BORIC FONT",207,57.5
"CHILE CHICO","6. DANIEL JADUE JADUE",153,42.5
CHIGUAYANTE,"1. JOAQUIN LAVIN INFANTE",1701,26.54
CHIGUAYANTE,"2. IGNACIO BRIONES ROJAS",631,9.84
CHIGUAYANTE,"3. SEBASTIAN SICHEL RAMIREZ",3450,53.82
CHIGUAYANTE,"4. MARIO DESBORDES JIMENEZ",628,9.8
CHIGUAYANTE,"5. GABRIEL BORIC FONT",5324,67.23
CHIGUAYANTE,"6. DANIEL JADUE JADUE",2595,32.77
CHEPICA,"1. JOAQUIN LAVIN INFANTE",226,24.12
CHEPICA,"2. IGNACIO BRIONES ROJAS",65,6.94
CHEPICA,"3. SEBASTIAN SICHEL RAMIREZ",552,58.91
CHEPICA,"4. MARIO DESBORDES JIMENEZ",94,10.03
CHEPICA,"5. GABRIEL BORIC FONT",455,69.79
CHEPICA,"6. DANIEL JADUE JADUE",197,30.21
"CHAÑARAL","1. JOAQUIN LAVIN INFANTE",177,45.5
"CHAÑARAL","2. IGNACIO BRIONES ROJAS",39,10.03
"CHAÑARAL","3. SEBASTIAN SICHEL RAMIREZ",134,34.45
"CHAÑARAL","4. MARIO DESBORDES JIMENEZ",39,10.03
"CHAÑARAL","5. GABRIEL BORIC FONT",332,40.89
"CHAÑARAL","6. DANIEL JADUE JADUE",480,59.11
CHANCO,"1. JOAQUIN LAVIN INFANTE",243,35.53
CHANCO,"2. IGNACIO BRIONES ROJAS",58,8.48
CHANCO,"3. SEBASTIAN SICHEL RAMIREZ",248,36.26
CHANCO,"4. MARIO DESBORDES JIMENEZ",135,19.74
CHANCO,"5. GABRIEL BORIC FONT",283,69.19
CHANCO,"6. DANIEL JADUE JADUE",126,30.81
CHAITEN,"1. JOAQUIN LAVIN INFANTE",80,44.44
CHAITEN,"2. IGNACIO BRIONES ROJAS",10,5.56
CHAITEN,"3. SEBASTIAN SICHEL RAMIREZ",68,37.78
CHAITEN,"4. MARIO DESBORDES JIMENEZ",22,12.22
CHAITEN,"5. GABRIEL BORIC FONT",141,63.8
CHAITEN,"6. DANIEL JADUE JADUE",80,36.2
"CERRO NAVIA","1. JOAQUIN LAVIN INFANTE",2401,33.04
"CERRO NAVIA","2. IGNACIO BRIONES ROJAS",495,6.81
"CERRO NAVIA","3. SEBASTIAN SICHEL RAMIREZ",3412,46.95
"CERRO NAVIA","4. MARIO DESBORDES JIMENEZ",959,13.2
"CERRO NAVIA","5. GABRIEL BORIC FONT",6788,44.89
"CERRO NAVIA","6. DANIEL JADUE JADUE",8334,55.11
CERRILLOS,"1. JOAQUIN LAVIN INFANTE",1684,30.41
CERRILLOS,"2. IGNACIO BRIONES ROJAS",394,7.11
CERRILLOS,"3. SEBASTIAN SICHEL RAMIREZ",2724,49.19
CERRILLOS,"4. MARIO DESBORDES JIMENEZ",736,13.29
CERRILLOS,"5. GABRIEL BORIC FONT",5611,57.2
CERRILLOS,"6. DANIEL JADUE JADUE",4199,42.8
"CAÑETE","1. JOAQUIN LAVIN INFANTE",875,36.92
"CAÑETE","2. IGNACIO BRIONES ROJAS",129,5.44
"CAÑETE","3. SEBASTIAN SICHEL RAMIREZ",885,37.34
"CAÑETE","4. MARIO DESBORDES JIMENEZ",481,20.3
"CAÑETE","5. GABRIEL BORIC FONT",1038,60.99
"CAÑETE","6. DANIEL JADUE JADUE",664,39.01
CAUQUENES,"1. JOAQUIN LAVIN INFANTE",1110,36.71
CAUQUENES,"2. IGNACIO BRIONES ROJAS",173,5.72
CAUQUENES,"3. SEBASTIAN SICHEL RAMIREZ",1342,44.38
CAUQUENES,"4. MARIO DESBORDES JIMENEZ",399,13.19
CAUQUENES,"5. GABRIEL BORIC FONT",1180,69.45
CAUQUENES,"6. DANIEL JADUE JADUE",519,30.55
CATEMU,"1. JOAQUIN LAVIN INFANTE",146,22.05
CATEMU,"2. IGNACIO BRIONES ROJAS",58,8.76
CATEMU,"3. SEBASTIAN SICHEL RAMIREZ",389,58.76
CATEMU,"4. MARIO DESBORDES JIMENEZ",69,10.42
CATEMU,"5. GABRIEL BORIC FONT",524,55.39
CATEMU,"6. DANIEL JADUE JADUE",422,44.61
CASTRO,"1. JOAQUIN LAVIN INFANTE",747,32.21
CASTRO,"2. IGNACIO BRIONES ROJAS",153,6.6
CASTRO,"3. SEBASTIAN SICHEL RAMIREZ",1173,50.58
CASTRO,"4. MARIO DESBORDES JIMENEZ",246,10.61
CASTRO,"5. GABRIEL BORIC FONT",2666,60.85
CASTRO,"6. DANIEL JADUE JADUE",1715,39.15
CASABLANCA,"1. JOAQUIN LAVIN INFANTE",480,25.16
CASABLANCA,"2. IGNACIO BRIONES ROJAS",150,7.86
CASABLANCA,"3. SEBASTIAN SICHEL RAMIREZ",1056,55.35
CASABLANCA,"4. MARIO DESBORDES JIMENEZ",222,11.64
CASABLANCA,"5. GABRIEL BORIC FONT",1424,62.95
CASABLANCA,"6. DANIEL JADUE JADUE",838,37.05
CARTAGENA,"1. JOAQUIN LAVIN INFANTE",501,38.36
CARTAGENA,"2. IGNACIO BRIONES ROJAS",67,5.13
CARTAGENA,"3. SEBASTIAN SICHEL RAMIREZ",590,45.18
CARTAGENA,"4. MARIO DESBORDES JIMENEZ",148,11.33
CARTAGENA,"5. GABRIEL BORIC FONT",921,48.58
CARTAGENA,"6. DANIEL JADUE JADUE",975,51.42
CARAHUE,"1. JOAQUIN LAVIN INFANTE",600,38.34
CARAHUE,"2. IGNACIO BRIONES ROJAS",91,5.81
CARAHUE,"3. SEBASTIAN SICHEL RAMIREZ",715,45.69
CARAHUE,"4. MARIO DESBORDES JIMENEZ",159,10.16
CARAHUE,"5. GABRIEL BORIC FONT",482,56.44
CARAHUE,"6. DANIEL JADUE JADUE",372,43.56
CANELA,"1. JOAQUIN LAVIN INFANTE",118,35.22
CANELA,"2. IGNACIO BRIONES ROJAS",16,4.78
CANELA,"3. SEBASTIAN SICHEL RAMIREZ",164,48.96
CANELA,"4. MARIO DESBORDES JIMENEZ",37,11.04
CANELA,"5. GABRIEL BORIC FONT",294,36.07
CANELA,"6. DANIEL JADUE JADUE",521,63.93
"CAMIÑA","1. JOAQUIN LAVIN INFANTE",71,73.2
"CAMIÑA","2. IGNACIO BRIONES ROJAS",3,3.09
"CAMIÑA","3. SEBASTIAN SICHEL RAMIREZ",10,10.31
"CAMIÑA","4. MARIO DESBORDES JIMENEZ",13,13.4
"CAMIÑA","5. GABRIEL BORIC FONT",20,83.33
"CAMIÑA","6. DANIEL JADUE JADUE",4,16.67
CAMARONES,"1. JOAQUIN LAVIN INFANTE",25,40.98
CAMARONES,"2. IGNACIO BRIONES ROJAS",9,14.75
CAMARONES,"3. SEBASTIAN SICHEL RAMIREZ",15,24.59
CAMARONES,"4. MARIO DESBORDES JIMENEZ",12,19.67
CAMARONES,"5. GABRIEL BORIC FONT",32,48.48
CAMARONES,"6. DANIEL JADUE JADUE",34,51.52
"CALLE LARGA","1. JOAQUIN LAVIN INFANTE",207,25.06
"CALLE LARGA","2. IGNACIO BRIONES ROJAS",71,8.6
"CALLE LARGA","3. SEBASTIAN SICHEL RAMIREZ",463,56.05
"CALLE LARGA","4. MARIO DESBORDES JIMENEZ",85,10.29
"CALLE LARGA","5. GABRIEL BORIC FONT",687,64.39
"CALLE LARGA","6. DANIEL JADUE JADUE",380,35.61
"CALERA DE TANGO","1. JOAQUIN LAVIN INFANTE",939,30.39
"CALERA DE TANGO","2. IGNACIO BRIONES ROJAS",370,11.97
"CALERA DE TANGO","3. SEBASTIAN SICHEL RAMIREZ",1572,50.87
"CALERA DE TANGO","4. MARIO DESBORDES JIMENEZ",209,6.76
"CALERA DE TANGO","5. GABRIEL BORIC FONT",2026,70.79
"CALERA DE TANGO","6. DANIEL JADUE JADUE",836,29.21
CALERA,"1. JOAQUIN LAVIN INFANTE",687,24
CALERA,"2. IGNACIO BRIONES ROJAS",189,6.6
CALERA,"3. SEBASTIAN SICHEL RAMIREZ",1621,56.64
CALERA,"4. MARIO DESBORDES JIMENEZ",365,12.75
CALERA,"5. GABRIEL BORIC FONT",2832,55.59
CALERA,"6. DANIEL JADUE JADUE",2262,44.41
CALDERA,"1. JOAQUIN LAVIN INFANTE",239,32.3
CALDERA,"2. IGNACIO BRIONES ROJAS",60,8.11
CALDERA,"3. SEBASTIAN SICHEL RAMIREZ",372,50.27
CALDERA,"4. MARIO DESBORDES JIMENEZ",69,9.32
CALDERA,"5. GABRIEL BORIC FONT",690,46.03
CALDERA,"6. DANIEL JADUE JADUE",809,53.97
CALBUCO,"1. JOAQUIN LAVIN INFANTE",498,37.9
CALBUCO,"2. IGNACIO BRIONES ROJAS",108,8.22
CALBUCO,"3. SEBASTIAN SICHEL RAMIREZ",535,40.72
CALBUCO,"4. MARIO DESBORDES JIMENEZ",173,13.17
CALBUCO,"5. GABRIEL BORIC FONT",931,56.84
CALBUCO,"6. DANIEL JADUE JADUE",707,43.16
CALAMA,"1. JOAQUIN LAVIN INFANTE",2305,35.18
CALAMA,"2. IGNACIO BRIONES ROJAS",596,9.1
CALAMA,"3. SEBASTIAN SICHEL RAMIREZ",2841,43.36
CALAMA,"4. MARIO DESBORDES JIMENEZ",810,12.36
CALAMA,"5. GABRIEL BORIC FONT",6381,61.77
CALAMA,"6. DANIEL JADUE JADUE",3950,38.23
CABRERO,"1. JOAQUIN LAVIN INFANTE",552,36.22
CABRERO,"2. IGNACIO BRIONES ROJAS",93,6.1
CABRERO,"3. SEBASTIAN SICHEL RAMIREZ",698,45.8
CABRERO,"4. MARIO DESBORDES JIMENEZ",181,11.88
CABRERO,"5. GABRIEL BORIC FONT",824,70.73
CABRERO,"6. DANIEL JADUE JADUE",341,29.27
"CABO DE HORNOS(EX-NAVARINO)","1. JOAQUIN LAVIN INFANTE",51,30.91
"CABO DE HORNOS(EX-NAVARINO)","2. IGNACIO BRIONES ROJAS",9,5.45
"CABO DE HORNOS(EX-NAVARINO)","3. SEBASTIAN SICHEL RAMIREZ",64,38.79
"CABO DE HORNOS(EX-NAVARINO)","4. MARIO DESBORDES JIMENEZ",41,24.85
"CABO DE HORNOS(EX-NAVARINO)","5. GABRIEL BORIC FONT",78,66.1
"CABO DE HORNOS(EX-NAVARINO)","6. DANIEL JADUE JADUE",40,33.9
CABILDO,"1. JOAQUIN LAVIN INFANTE",220,31.29
CABILDO,"2. IGNACIO BRIONES ROJAS",49,6.97
CABILDO,"3. SEBASTIAN SICHEL RAMIREZ",372,52.92
CABILDO,"4. MARIO DESBORDES JIMENEZ",62,8.82
CABILDO,"5. GABRIEL BORIC FONT",844,47.42
CABILDO,"6. DANIEL JADUE JADUE",936,52.58
BULNES,"1. JOAQUIN LAVIN INFANTE",506,30.01
BULNES,"2. IGNACIO BRIONES ROJAS",109,6.47
BULNES,"3. SEBASTIAN SICHEL RAMIREZ",925,54.86
BULNES,"4. MARIO DESBORDES JIMENEZ",146,8.66
BULNES,"5. GABRIEL BORIC FONT",742,68.83
BULNES,"6. DANIEL JADUE JADUE",336,31.17
BUIN,"1. JOAQUIN LAVIN INFANTE",2141,29.04
BUIN,"2. IGNACIO BRIONES ROJAS",664,9.01
BUIN,"3. SEBASTIAN SICHEL RAMIREZ",3900,52.9
BUIN,"4. MARIO DESBORDES JIMENEZ",667,9.05
BUIN,"5. GABRIEL BORIC FONT",6230,63.66
BUIN,"6. DANIEL JADUE JADUE",3557,36.34
AYSEN,"1. JOAQUIN LAVIN INFANTE",283,27
AYSEN,"2. IGNACIO BRIONES ROJAS",65,6.2
AYSEN,"3. SEBASTIAN SICHEL RAMIREZ",504,48.09
AYSEN,"4. MARIO DESBORDES JIMENEZ",196,18.7
AYSEN,"5. GABRIEL BORIC FONT",923,56.7
AYSEN,"6. DANIEL JADUE JADUE",705,43.3
ARICA,"1. JOAQUIN LAVIN INFANTE",4347,35.66
ARICA,"2. IGNACIO BRIONES ROJAS",847,6.95
ARICA,"3. SEBASTIAN SICHEL RAMIREZ",5334,43.76
ARICA,"4. MARIO DESBORDES JIMENEZ",1661,13.63
ARICA,"5. GABRIEL BORIC FONT",8484,56.9
ARICA,"6. DANIEL JADUE JADUE",6427,43.1
ARAUCO,"1. JOAQUIN LAVIN INFANTE",763,33.91
ARAUCO,"2. IGNACIO BRIONES ROJAS",201,8.93
ARAUCO,"3. SEBASTIAN SICHEL RAMIREZ",986,43.82
ARAUCO,"4. MARIO DESBORDES JIMENEZ",300,13.33
ARAUCO,"5. GABRIEL BORIC FONT",1652,68.24
ARAUCO,"6. DANIEL JADUE JADUE",769,31.76
ANTUCO,"1. JOAQUIN LAVIN INFANTE",69,23.47
ANTUCO,"2. IGNACIO BRIONES ROJAS",16,5.44
ANTUCO,"3. SEBASTIAN SICHEL RAMIREZ",163,55.44
ANTUCO,"4. MARIO DESBORDES JIMENEZ",46,15.65
ANTUCO,"5. GABRIEL BORIC FONT",128,64.32
ANTUCO,"6. DANIEL JADUE JADUE",71,35.68
ANTOFAGASTA,"1. JOAQUIN LAVIN INFANTE",4815,30.55
ANTOFAGASTA,"2. IGNACIO BRIONES ROJAS",1583,10.04
ANTOFAGASTA,"3. SEBASTIAN SICHEL RAMIREZ",7609,48.28
ANTOFAGASTA,"4. MARIO DESBORDES JIMENEZ",1754,11.13
ANTOFAGASTA,"5. GABRIEL BORIC FONT",18430,62.14
ANTOFAGASTA,"6. DANIEL JADUE JADUE",11228,37.86
ANTARTICA,"1. JOAQUIN LAVIN INFANTE",7,25.93
ANTARTICA,"2. IGNACIO BRIONES ROJAS",3,11.11
ANTARTICA,"3. SEBASTIAN SICHEL RAMIREZ",7,25.93
ANTARTICA,"4. MARIO DESBORDES JIMENEZ",10,37.04
ANTARTICA,"5. GABRIEL BORIC FONT",4,66.67
ANTARTICA,"6. DANIEL JADUE JADUE",2,33.33
ANGOL,"1. JOAQUIN LAVIN INFANTE",1325,31.92
ANGOL,"2. IGNACIO BRIONES ROJAS",276,6.65
ANGOL,"3. SEBASTIAN SICHEL RAMIREZ",2057,49.55
ANGOL,"4. MARIO DESBORDES JIMENEZ",493,11.88
ANGOL,"5. GABRIEL BORIC FONT",1898,71.35
ANGOL,"6. DANIEL JADUE JADUE",762,28.65
ANDACOLLO,"1. JOAQUIN LAVIN INFANTE",148,39.78
ANDACOLLO,"2. IGNACIO BRIONES ROJAS",35,9.41
ANDACOLLO,"3. SEBASTIAN SICHEL RAMIREZ",158,42.47
ANDACOLLO,"4. MARIO DESBORDES JIMENEZ",31,8.33
ANDACOLLO,"5. GABRIEL BORIC FONT",414,47.1
ANDACOLLO,"6. DANIEL JADUE JADUE",465,52.9
ANCUD,"1. JOAQUIN LAVIN INFANTE",525,30.21
ANCUD,"2. IGNACIO BRIONES ROJAS",98,5.64
ANCUD,"3. SEBASTIAN SICHEL RAMIREZ",861,49.54
ANCUD,"4. MARIO DESBORDES JIMENEZ",254,14.61
ANCUD,"5. GABRIEL BORIC FONT",1400,53.64
ANCUD,"6. DANIEL JADUE JADUE",1210,46.36
"ALTO HOSPICIO","1. JOAQUIN LAVIN INFANTE",727,28.27
"ALTO HOSPICIO","2. IGNACIO BRIONES ROJAS",165,6.42
"ALTO HOSPICIO","3. SEBASTIAN SICHEL RAMIREZ",1377,53.54
"ALTO HOSPICIO","4. MARIO DESBORDES JIMENEZ",303,11.78
"ALTO HOSPICIO","5. GABRIEL BORIC FONT",2059,56.77
"ALTO HOSPICIO","6. DANIEL JADUE JADUE",1568,43.23
"ALTO DEL CARMEN","1. JOAQUIN LAVIN INFANTE",59,41.26
"ALTO DEL CARMEN","2. IGNACIO BRIONES ROJAS",12,8.39
"ALTO DEL CARMEN","3. SEBASTIAN SICHEL RAMIREZ",53,37.06
"ALTO DEL CARMEN","4. MARIO DESBORDES JIMENEZ",19,13.29
"ALTO DEL CARMEN","5. GABRIEL BORIC FONT",122,51.91
"ALTO DEL CARMEN","6. DANIEL JADUE JADUE",113,48.09
"ALTO BIOBIO","1. JOAQUIN LAVIN INFANTE",133,66.17
"ALTO BIOBIO","2. IGNACIO BRIONES ROJAS",20,9.95
"ALTO BIOBIO","3. SEBASTIAN SICHEL RAMIREZ",33,16.42
"ALTO BIOBIO","4. MARIO DESBORDES JIMENEZ",15,7.46
"ALTO BIOBIO","5. GABRIEL BORIC FONT",82,50
"ALTO BIOBIO","6. DANIEL JADUE JADUE",82,50
ALHUE,"1. JOAQUIN LAVIN INFANTE",80,27.3
ALHUE,"2. IGNACIO BRIONES ROJAS",23,7.85
ALHUE,"3. SEBASTIAN SICHEL RAMIREZ",165,56.31
ALHUE,"4. MARIO DESBORDES JIMENEZ",25,8.53
ALHUE,"5. GABRIEL BORIC FONT",268,54.25
ALHUE,"6. DANIEL JADUE JADUE",226,45.75
ALGARROBO,"1. JOAQUIN LAVIN INFANTE",739,36.15
ALGARROBO,"2. IGNACIO BRIONES ROJAS",206,10.08
ALGARROBO,"3. SEBASTIAN SICHEL RAMIREZ",891,43.59
ALGARROBO,"4. MARIO DESBORDES JIMENEZ",208,10.18
ALGARROBO,"5. GABRIEL BORIC FONT",1299,67.76
ALGARROBO,"6. DANIEL JADUE JADUE",618,32.24
